Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Win,Game_ID,Blue_Team,Red_Team,Winning_Team
OMON,MID,18,5,2,8,6.5,300,0,,8.7,14604,422,21.6%,28,5,10,3,3,0.81,0.14,0.09,0.29,10.3%,20521,966,17986,1569,593,20.8%,0.38,76.5%,,0,0,0,0,296,2,-76,0,0,5748,5748,3708,877,10319,0,9,101,18135,105,5,26,0,455,1,72095,BK ROG Esports,Vitality.Bee,BK ROG Esports
Booshi,ADC,17,4,0,5,Perfect KDA,351,0,,10.1,14999,434,22.2%,46,18,12,6,6,1.33,0.52,0.17,0.35,16.8%,26203,18545,7420,238,758,26.6%,0.26,52.9%,,1,0,0,0,-458,-11,-221,-1,0,5996,5996,2662,0,7777,0,36,442,8938,0,8,31,0,0,1,72095,BK ROG Esports,Vitality.Bee,BK ROG Esports
Doss,SUPPORT,14,0,1,9,9,36,0,,1,7829,226,11.6%,113,53,18,12,11,3.27,1.53,0.35,0.52,41.4%,6591,117,6402,72,191,6.7%,0.26,52.9%,,0,0,0,0,-104,-15,-567,0,0,1981,1981,3463,674,6824,0,23,64,12455,20,14,29,0,0,1,72095,BK ROG Esports,Vitality.Bee,BK ROG Esports
JNX,TOP,16,0,6,1,0.2,288,4,,8.3,11643,337,19.9%,28,18,4,6,6,0.81,0.52,0.17,0.12,9.5%,16541,13061,3480,0,478,26.1%,0.03,20%,,0,0,0,0,-780,-11,-917,-1,0,172,172,12112,0,35560,0,18,66,43305,192,7,29,0,0,0,72095,BK ROG Esports,Vitality.Bee,BK ROG Esports
Lurox,JUNGLE,16,1,4,2,0.8,195,183,,5.6,10131,293,17.3%,54,8,11,7,6,1.56,0.23,0.2,0.32,18.2%,8127,7058,799,270,235,12.8%,0.09,60%,,0,0,0,0,-1191,-22,-1592,-2,0,0,0,14816,0,36167,0,22,777,29965,102,8,26,0,0,0,72095,BK ROG Esports,Vitality.Bee,BK ROG Esports
Vetheo,MID,17,3,3,1,1.3,317,12,,9.2,14632,423,25%,34,15,6,3,3,0.98,0.43,0.09,0.17,11.5%,16032,903,14937,192,464,25.3%,0.12,80%,1,0,0,0,0,-296,-2,76,0,0,3293,3293,3103,0,11942,0,21,574,18902,155,5,25,659,0,0,72095,BK ROG Esports,Vitality.Bee,BK ROG Esports
Jopa,ADC,17,1,3,3,1.3,377,12,,10.9,14482,419,24.8%,37,12,11,4,3,1.07,0.35,0.12,0.32,12.5%,18897,18724,0,173,546,29.8%,0.12,80%,,0,0,0,0,458,11,221,1,0,1467,1467,6596,0,8885,0,0,29,20159,103,5,26,0,0,0,72095,BK ROG Esports,Vitality.Bee,BK ROG Esports
Dekap,SUPPORT,13,0,1,3,3,50,0,,1.4,7572,219,13%,143,72,18,18,18,4.13,2.08,0.52,0.52,48.3%,3788,759,3029,0,110,6%,0.09,60%,,0,0,0,0,104,15,567,0,0,0,0,3863,814,22468,1267,26,122,14944,42,20,34,0,0,0,72095,BK ROG Esports,Vitality.Bee,BK ROG Esports
JNX,TOP,18,2,2,11,6.5,281,0,,8.4,14023,421,20.7%,43,12,8,6,6,1.29,0.36,0.18,0.24,14.7%,13297,12518,571,208,400,14.4%,0.39,61.9%,,0,0,0,0,-91,-11,-624,-1,0,4990,4990,6281,0,55936,463,25,2274,27044,16,9,30,0,393,1,72096,Vitality.Bee,BK ROG Esports,Vitality.Bee
Lurox,JUNGLE,16,3,1,5,8,246,221,,7.4,12259,368,18.1%,64,10,19,8,6,1.92,0.3,0.24,0.57,21.8%,10766,8711,1393,662,323,11.6%,0.24,38.1%,,0,0,0,0,242,11,526,0,0,864,864,21467,0,29435,0,7,415,39080,54,9,25,0,471,1,72096,Vitality.Bee,BK ROG Esports,Vitality.Bee
Vetheo,MID,18,5,2,6,5.5,334,0,,10,15779,474,23.3%,37,7,10,4,4,1.11,0.21,0.12,0.3,12.6%,26916,1258,24403,1255,809,29.1%,0.33,52.4%,2,0,0,0,0,171,0,1173,1,0,4959,4959,7345,0,8590,0,8,359,21227,51,6,24,0,624,1,72096,Vitality.Bee,BK ROG Esports,Vitality.Bee
Jopa,ADC,18,11,0,4,Perfect KDA,321,0,,9.6,16604,499,24.5%,25,12,7,3,3,0.75,0.36,0.09,0.21,8.5%,32266,31063,420,783,969,34.9%,0.45,71.4%,,0,0,2,0,1082,34,927,0,0,8405,8405,9103,0,9497,0,42,125,15482,0,4,23,0,0,1,72096,Vitality.Bee,BK ROG Esports,Vitality.Bee
Dekap,SUPPORT,13,0,3,17,5.7,29,0,,0.9,9062,272,13.4%,124,63,13,19,17,3.73,1.89,0.57,0.39,42.3%,9274,1155,6114,2005,279,10%,0.51,81%,,0,0,0,0,267,-3,-257,0,0,269,269,10300,2480,15794,621,34,179,21198,45,21,35,0,31,1,72096,Vitality.Bee,BK ROG Esports,Vitality.Bee
Szygenda,TOP,17,2,3,5,2.3,318,8,,9.6,13988,420,23.9%,28,14,3,2,2,0.84,0.42,0.06,0.09,11.4%,16779,3216,12976,587,504,19.7%,0.21,87.5%,,0,0,0,0,91,11,624,1,0,3768,3768,7377,2392,7259,0,10,424,17555,81,5,24,393,0,0,72096,Vitality.Bee,BK ROG Esports,Vitality.Bee
XnS,JUNGLE,15,1,5,4,1,192,170,,5.8,10110,304,17.3%,40,9,10,7,6,1.2,0.27,0.21,0.3,16.3%,13874,9881,3187,806,417,16.3%,0.15,62.5%,,0,0,0,0,-242,-11,-526,0,0,138,138,15137,0,60401,0,36,712,42652,188,8,27,0,0,0,72096,Vitality.Bee,BK ROG Esports,Vitality.Bee
OMON,MID,17,2,4,4,1.5,318,0,,9.6,14939,449,25.6%,31,13,5,4,4,0.93,0.39,0.12,0.15,12.6%,27904,702,24617,2585,838,32.8%,0.18,75%,,0,0,0,0,-171,0,-1173,-1,0,130,130,1530,0,4583,0,45,480,17030,126,8,24,864,0,0,72096,Vitality.Bee,BK ROG Esports,Vitality.Bee
Booshi,ADC,15,3,2,3,3,277,13,,8.3,12415,373,21.2%,38,12,10,2,2,1.14,0.36,0.06,0.3,15.4%,21614,13896,5002,2716,649,25.4%,0.18,75%,,0,0,0,0,-1082,-34,-927,0,0,0,0,3991,0,7429,0,2,50,17146,43,3,24,262,0,0,72096,Vitality.Bee,BK ROG Esports,Vitality.Bee
Doss,SUPPORT,12,0,7,5,0.7,34,0,,1,6972,209,11.9%,109,64,10,9,9,3.27,1.92,0.27,0.3,44.3%,4951,287,3064,1600,149,5.8%,0.15,62.5%,,0,0,0,0,-267,3,257,0,0,0,0,10073,4561,21840,0,34,82,27131,184,11,25,0,0,0,72096,Vitality.Bee,BK ROG Esports,Vitality.Bee
Szygenda,TOP,18,6,3,4,3.3,286,0,,7.6,15861,422,22.2%,42,11,12,3,3,1.12,0.29,0.08,0.32,15.8%,18938,16851,2087,0,504,20.2%,0.27,66.7%,1,2,0,0,0,-446,-8,-719,-1,0,4609,4609,4528,0,38237,0,31,451,33589,71,5,32,26,391,1,72097,BK ROG Esports,Vitality.Bee,BK ROG Esports
XnS,JUNGLE,18,3,2,6,4.5,307,284,,8.2,15049,400,21.1%,38,8,6,6,6,1.01,0.21,0.16,0.16,14.3%,18161,434,14590,3137,483,19.3%,0.24,60%,,0,0,0,0,107,0,-149,0,0,844,844,38478,0,36690,0,18,621,52425,89,7,24,0,222,1,72097,BK ROG Esports,Vitality.Bee,BK ROG Esports
OMON,MID,18,1,0,5,Perfect KDA,329,4,,8.8,14703,391,20.6%,34,14,9,4,3,0.9,0.37,0.11,0.24,12.8%,15114,143,14971,0,402,16.1%,0.16,40%,,0,0,0,0,-699,-13,-317,0,0,7527,7527,4853,0,13825,0,6,134,18595,0,6,26,38,0,1,72097,BK ROG Esports,Vitality.Bee,BK ROG Esports
Booshi,ADC,18,5,1,2,7,375,0,,10,16897,450,23.7%,35,14,11,3,3,0.93,0.37,0.08,0.29,13.2%,36175,20757,15418,0,963,38.5%,0.19,46.7%,1,0,0,0,0,811,18,431,1,0,8332,8332,8305,0,10244,0,1,69,19033,53,5,31,0,553,1,72097,BK ROG Esports,Vitality.Bee,BK ROG Esports
Doss,SUPPORT,13,0,3,8,2.7,32,0,,0.9,8836,235,12.4%,116,62,13,15,14,3.09,1.65,0.4,0.35,43.8%,5527,384,3726,1417,147,5.9%,0.21,53.3%,,0,0,0,0,-18,-5,-31,0,0,0,0,8327,2150,15826,1373,20,40,23088,109,17,37,0,0,1,72097,BK ROG Esports,Vitality.Bee,BK ROG Esports
JNX,TOP,18,2,5,3,1,312,12,,8.3,13991,372,21%,44,14,11,2,2,1.17,0.37,0.05,0.29,15.8%,30287,26580,3540,167,806,32.4%,0.13,55.6%,2,0,0,0,0,446,8,719,1,0,6178,6178,4254,0,18748,0,14,221,21722,145,5,32,0,26,0,72097,BK ROG Esports,Vitality.Bee,BK ROG Esports
Lurox,JUNGLE,16,0,2,5,2.5,228,208,,6.1,11211,298,16.9%,45,10,12,10,7,1.2,0.27,0.27,0.32,16.1%,6958,3051,3244,663,185,7.4%,0.13,55.6%,,0,0,0,0,-107,0,149,0,0,297,297,26329,344,56888,0,17,441,51438,35,11,32,0,0,0,72097,BK ROG Esports,Vitality.Bee,BK ROG Esports
Vetheo,MID,18,3,2,2,2.5,416,32,,11.1,18766,499,28.2%,43,13,16,2,2,1.14,0.35,0.05,0.43,15.4%,15082,13359,1011,712,401,16.1%,0.13,55.6%,1,0,0,0,0,699,13,317,0,0,9321,9321,7616,0,15542,0,6,173,23391,38,4,24,944,38,0,72097,BK ROG Esports,Vitality.Bee,BK ROG Esports
Jopa,ADC,17,2,2,3,2.5,331,0,,8.8,13761,366,20.7%,24,14,5,5,5,0.64,0.37,0.13,0.13,8.6%,34223,622,33352,249,911,36.6%,0.13,55.6%,,0,0,0,0,-811,-18,-431,-1,0,3486,3486,2810,0,7678,0,16,357,15048,35,8,29,0,0,0,72097,BK ROG Esports,Vitality.Bee,BK ROG Esports
Dekap,SUPPORT,13,2,4,3,1.3,33,0,,0.9,8781,234,13.2%,123,74,5,23,21,3.27,1.97,0.61,0.13,44.1%,6876,450,6426,0,183,7.4%,0.13,55.6%,,0,0,0,0,18,5,31,0,0,62,62,9213,2442,15723,0,54,171,22632,70,25,40,222,0,0,72097,BK ROG Esports,Vitality.Bee,BK ROG Esports
JNX,TOP,16,1,2,4,2.5,203,0,,8.4,8870,366,18.5%,22,12,1,4,4,0.91,0.5,0.17,0.04,11.6%,9385,1137,8120,128,388,20.2%,0.21,38.5%,1,0,0,0,0,-373,-12,168,0,0,858,858,8205,0,12522,0,30,334,16431,63,7,21,0,40,1,72098,Vitality.Bee,BK ROG Esports,Vitality.Bee
Lurox,JUNGLE,14,4,1,5,9,182,170,,7.5,9742,402,20.3%,39,8,8,6,6,1.61,0.33,0.25,0.33,20.5%,8396,4550,1625,2221,347,18%,0.37,69.2%,,0,0,0,0,-198,-15,-688,0,0,4229,4229,23886,0,16394,0,14,280,29959,20,6,21,0,0,1,72098,Vitality.Bee,BK ROG Esports,Vitality.Bee
Vetheo,MID,15,3,0,4,Perfect KDA,253,4,,10.4,12089,499,25.2%,30,8,9,1,1,1.24,0.33,0.04,0.37,15.8%,11642,507,8985,2150,481,25%,0.29,53.8%,1,0,0,0,0,430,4,593,0,0,10107,10107,806,0,2077,0,24,131,3404,0,3,20,0,0,1,72098,Vitality.Bee,BK ROG Esports,Vitality.Bee
Jopa,ADC,14,5,0,5,Perfect KDA,241,12,,10,11304,467,23.6%,29,13,6,6,6,1.2,0.54,0.25,0.25,15.3%,13202,12604,236,362,545,28.3%,0.41,76.9%,,0,0,0,0,1069,14,483,1,0,6081,6081,3863,0,3139,0,10,70,6539,0,7,22,0,0,1,72098,Vitality.Bee,BK ROG Esports,Vitality.Bee
Dekap,SUPPORT,11,0,1,8,8,29,0,,1.2,5910,244,12.3%,70,34,3,8,8,2.89,1.4,0.33,0.12,36.8%,3946,1082,2864,0,163,8.5%,0.33,61.5%,,0,0,0,0,-240,3,665,1,0,2401,2401,2829,785,6856,0,17,76,8510,12,10,21,0,0,1,72098,Vitality.Bee,BK ROG Esports,Vitality.Bee
Szygenda,TOP,14,0,2,2,1,220,0,,9.1,8501,351,21.7%,14,7,2,0,0,0.58,0.29,0,0.08,11.1%,8299,6840,652,807,343,28.6%,0.08,50%,,0,0,0,0,373,12,-168,0,0,1556,1556,3134,0,14435,0,13,151,19144,77,1,17,0,0,0,72098,Vitality.Bee,BK ROG Esports,Vitality.Bee
XnS,JUNGLE,13,1,2,2,1.5,179,163,,7.4,8105,335,20.7%,21,4,6,3,2,0.87,0.17,0.12,0.25,16.7%,8183,333,6553,1297,338,28.2%,0.12,75%,,0,0,0,0,198,15,688,0,0,533,533,16586,2159,12526,0,5,224,23227,42,4,19,0,0,0,72098,Vitality.Bee,BK ROG Esports,Vitality.Bee
OMON,MID,15,1,2,1,1,233,0,,9.6,9135,377,23.3%,12,9,0,4,3,0.5,0.37,0.17,0,9.5%,5933,342,5591,0,245,20.5%,0.08,50%,,0,0,0,0,-430,-4,-593,0,0,1641,1641,2341,0,8603,0,11,51,13114,35,6,21,0,0,0,72098,Vitality.Bee,BK ROG Esports,Vitality.Bee
Booshi,ADC,12,0,4,0,0,203,0,,8.4,7733,319,19.7%,16,9,2,1,1,0.66,0.37,0.04,0.08,12.7%,4377,4073,304,0,181,15.1%,0,0%,,0,0,0,0,-1069,-14,-483,-1,0,0,0,543,0,6389,0,2,88,7886,126,2,16,0,0,0,72098,Vitality.Bee,BK ROG Esports,Vitality.Bee
Doss,SUPPORT,9,2,3,1,1,31,0,,1.3,5700,235,14.6%,63,35,9,5,4,2.6,1.45,0.21,0.37,50%,2210,1717,0,493,91,7.6%,0.12,75%,1,0,0,0,0,240,-3,-665,-1,0,0,0,1988,0,5326,0,7,23,9723,69,8,23,40,0,0,72098,Vitality.Bee,BK ROG Esports,Vitality.Bee
Burdol,TOP,16,4,1,16,20,197,0,,7.1,11658,423,18.9%,21,10,2,7,5,0.76,0.36,0.25,0.07,8.4%,14330,5919,8411,0,520,14.5%,0.73,69%,,0,1,0,0,-13,-3,779,1,0,5443,5443,3464,0,30607,0,39,468,19868,35,8,30,0,251,1,72099,NS Esports Academy,DNF Challengers,NS Esports Academy
Sylvie,JUNGLE,17,13,0,13,Perfect KDA,208,189,,7.5,15115,548,24.5%,43,11,8,10,9,1.56,0.4,0.36,0.29,17.2%,29654,27321,1548,785,1076,30%,0.94,89.7%,,0,1,0,0,851,0,277,1,0,5148,5148,36674,0,31814,0,27,603,46589,0,11,28,0,0,1,72099,NS Esports Academy,DNF Challengers,NS Esports Academy
Fisher,MID,17,3,2,18,10.5,250,0,,9.1,12691,460,20.5%,36,16,6,8,7,1.31,0.58,0.29,0.22,14.4%,25733,866,24705,162,933,26%,0.76,72.4%,,0,0,0,0,456,-3,-34,-1,0,8707,8707,1704,0,9007,0,17,212,14238,70,11,29,0,334,1,72099,NS Esports Academy,DNF Challengers,NS Esports Academy
Trigger,ADC,16,7,1,9,16,263,18,,9.5,13080,474,21.2%,31,10,8,1,1,1.12,0.36,0.04,0.29,12.4%,16080,11503,2151,2426,583,16.3%,0.58,55.2%,,3,0,0,0,181,4,-114,0,0,5570,5570,2295,0,8947,0,3,124,13722,45,2,28,0,385,1,72099,NS Esports Academy,DNF Challengers,NS Esports Academy
Crack,SUPPORT,14,2,1,22,24,30,0,,1.1,9253,336,15%,119,45,22,9,8,4.32,1.63,0.33,0.8,47.6%,13112,4460,7533,1119,476,13.3%,0.87,82.8%,,0,0,0,0,373,-9,559,1,0,1316,1316,12772,7080,7424,0,64,226,14157,16,11,23,0,0,1,72099,NS Esports Academy,DNF Challengers,NS Esports Academy
Lancer,TOP,14,3,6,2,0.8,221,0,,8,9955,361,22.8%,31,13,5,9,6,1.12,0.47,0.33,0.18,15.5%,21772,867,20905,0,790,32.8%,0.18,100%,,1,0,0,0,13,3,-779,-1,0,0,0,1397,0,17093,0,15,298,21163,159,11,32,251,0,0,72099,NS Esports Academy,DNF Challengers,NS Esports Academy
DDoiV,JUNGLE,13,0,7,4,0.6,167,152,,6.1,8023,291,18.3%,31,7,5,7,5,1.12,0.25,0.25,0.18,15.5%,10957,404,9635,918,397,16.5%,0.15,80%,,0,0,0,0,-851,0,-277,-1,0,0,0,17480,0,20035,0,46,474,36930,204,8,22,0,0,0,72099,NS Esports Academy,DNF Challengers,NS Esports Academy
Pungyeon,MID,14,2,6,1,0.5,248,2,,9,10691,388,24.4%,32,11,8,5,5,1.16,0.4,0.18,0.29,16%,16532,12331,1904,2297,600,24.9%,0.11,60%,,1,0,0,0,-456,3,34,1,0,518,518,5943,0,24199,0,15,145,28036,185,6,26,719,0,0,72099,NS Esports Academy,DNF Challengers,NS Esports Academy
Slayer,ADC,14,0,4,4,1,253,0,,9.2,9359,340,21.4%,17,11,2,4,3,0.62,0.4,0.15,0.07,8.5%,11461,11461,0,0,416,17.3%,0.15,80%,,0,0,0,0,-181,-4,114,0,0,643,643,2832,0,7812,0,0,0,15873,104,5,16,0,0,0,72099,NS Esports Academy,DNF Challengers,NS Esports Academy
Quantum,SUPPORT,10,0,6,5,0.8,33,0,,1.2,5722,208,13.1%,89,37,13,12,9,3.23,1.34,0.44,0.47,44.5%,5667,458,3296,1913,206,8.5%,0.18,100%,,0,0,0,0,-373,9,-559,-1,0,0,0,7187,4129,20338,0,35,61,19968,141,15,28,0,0,0,72099,NS Esports Academy,DNF Challengers,NS Esports Academy
Lancer,TOP,18,1,4,7,2,297,0,,8.5,13040,373,18.2%,34,15,3,10,9,0.97,0.43,0.29,0.09,11.1%,22078,11254,10820,4,632,18.7%,0.23,36.4%,,0,0,0,0,-2056,-44,-1962,-2,0,753,753,7291,0,63519,0,40,699,33182,109,12,30,0,0,1,72100,DNF Challengers,NS Esports Academy,DNF Challengers
DDoiV,JUNGLE,17,6,1,13,19,244,227,,7,14735,422,20.5%,73,21,15,20,18,2.09,0.6,0.57,0.43,23.9%,18885,15564,2625,696,541,16%,0.54,86.4%,1,0,0,0,0,-451,-8,-347,0,0,1526,1526,24378,0,48368,0,25,718,40626,43,21,41,321,0,1,72100,DNF Challengers,NS Esports Academy,DNF Challengers
Pungyeon,MID,18,10,0,6,Perfect KDA,343,0,,9.8,18610,533,25.9%,45,12,14,2,2,1.29,0.34,0.06,0.4,14.8%,39019,2434,36335,250,1117,33.1%,0.46,72.7%,1,1,0,0,0,-23,7,287,0,0,6957,6957,9283,0,13734,0,10,284,23065,0,7,29,769,0,1,72100,DNF Challengers,NS Esports Academy,DNF Challengers
Slayer,ADC,17,5,2,9,7,326,20,,9.3,16504,473,23%,35,14,12,4,4,1,0.4,0.11,0.34,11.5%,29698,19704,9686,308,851,25.2%,0.4,63.6%,,0,0,0,0,380,8,-101,0,0,7046,7046,10815,0,13250,0,8,426,22228,100,6,25,76,553,1,72100,DNF Challengers,NS Esports Academy,DNF Challengers
Quantum,SUPPORT,14,0,2,18,9,39,0,,1.1,8893,255,12.4%,118,68,13,18,17,3.38,1.95,0.52,0.37,38.7%,8256,1508,4466,2282,236,7%,0.52,81.8%,,0,0,0,0,-230,13,383,0,0,1250,1250,8449,3754,18240,0,30,91,15974,55,20,36,0,0,1,72100,DNF Challengers,NS Esports Academy,DNF Challengers
Burdol,TOP,17,3,3,4,2.3,314,0,,9,13935,399,23.1%,58,16,13,11,11,1.66,0.46,0.32,0.37,17.9%,25147,20898,4018,231,720,26.6%,0.2,77.8%,1,0,0,0,0,2056,44,1962,2,0,7768,7768,14154,0,37835,0,28,75,44842,106,12,34,0,596,0,72100,DNF Challengers,NS Esports Academy,DNF Challengers
Sylvie,JUNGLE,15,2,4,3,1.3,244,227,,7,11663,334,19.3%,66,13,15,12,11,1.89,0.37,0.34,0.43,20.4%,9697,7102,2209,386,278,10.3%,0.14,55.6%,,0,0,0,0,451,8,347,0,0,0,0,24674,0,35441,0,26,650,43822,126,13,35,0,278,0,72100,DNF Challengers,NS Esports Academy,DNF Challengers
Fisher,MID,18,2,5,4,1.2,303,0,,8.7,13938,399,23.1%,34,12,5,8,8,0.97,0.34,0.23,0.14,10.5%,23683,886,22621,176,678,25.1%,0.17,66.7%,,0,0,0,0,23,-7,-287,0,0,2005,2005,5966,0,16523,0,19,79,30959,206,10,32,553,76,0,72100,DNF Challengers,NS Esports Academy,DNF Challengers
Trigger,ADC,15,2,4,3,1.3,291,9,,8.3,12840,368,21.3%,31,13,11,1,1,0.89,0.37,0.03,0.32,9.6%,20157,10576,8594,987,577,21.3%,0.14,55.6%,,1,0,0,0,-380,-8,101,0,0,0,0,5047,0,11990,0,5,197,19882,179,2,29,0,216,0,72100,DNF Challengers,NS Esports Academy,DNF Challengers
Crack,SUPPORT,12,0,6,6,1,34,0,,1,7930,227,13.1%,135,70,17,17,15,3.87,2,0.49,0.49,41.7%,15837,1261,14429,147,454,16.8%,0.17,66.7%,,0,0,0,0,230,-13,-383,0,0,293,293,4309,901,10768,0,68,83,20590,124,19,36,0,0,0,72100,DNF Challengers,NS Esports Academy,DNF Challengers
Burdol,TOP,16,0,3,4,1.3,272,0,,8.1,10777,322,19.1%,37,9,13,4,4,1.11,0.27,0.12,0.39,14.5%,10293,9613,442,238,308,11.3%,0.12,36.4%,,0,0,0,0,-413,-17,-317,-1,0,0,0,5430,0,46341,772,23,1935,32101,74,5,25,0,0,0,72101,NS Esports Academy,DNF Challengers,DNF Challengers
Sylvie,JUNGLE,15,4,4,6,2.5,225,204,,6.7,11449,342,20.3%,40,9,7,8,7,1.2,0.27,0.24,0.21,15.7%,18963,16511,1212,1240,567,20.7%,0.3,90.9%,,1,0,0,0,-1106,9,128,0,0,24,24,16697,0,42861,0,51,1052,35352,79,9,28,0,0,0,72101,NS Esports Academy,DNF Challengers,DNF Challengers
Fisher,MID,16,4,4,7,2.8,283,0,,8.5,13562,405,24%,35,19,6,8,8,1.05,0.57,0.24,0.18,13.7%,29849,2238,27248,363,892,32.6%,0.33,100%,,0,0,0,0,-205,-5,-697,0,0,2158,2158,1686,0,11405,1298,42,448,16226,54,10,32,456,0,0,72101,NS Esports Academy,DNF Challengers,DNF Challengers
Trigger,ADC,15,2,3,5,2.3,311,6,,9.3,12901,385,22.8%,40,14,10,3,3,1.2,0.42,0.09,0.3,15.7%,25798,21971,3763,64,771,28.2%,0.21,63.6%,,0,0,0,0,-761,19,-176,0,0,409,409,2024,0,7169,0,42,520,13764,122,4,34,210,0,0,72101,NS Esports Academy,DNF Challengers,DNF Challengers
Crack,SUPPORT,12,1,7,9,1.4,37,2,,1.1,7774,232,13.8%,103,51,13,14,11,3.08,1.52,0.42,0.39,40.4%,6584,1915,3353,1316,197,7.2%,0.3,90.9%,,0,0,0,0,442,9,-126,0,0,0,0,8089,4205,27599,0,61,319,24327,166,16,28,247,0,0,72101,NS Esports Academy,DNF Challengers,DNF Challengers
Lancer,TOP,17,2,0,8,Perfect KDA,305,25,,9.1,13240,396,20.1%,56,15,15,6,6,1.67,0.45,0.18,0.45,17.9%,25685,21893,3520,272,767,26.6%,0.3,47.6%,,0,0,0,0,413,17,317,1,0,9084,9084,4486,0,12352,0,13,172,14917,0,7,26,0,0,1,72101,NS Esports Academy,DNF Challengers,DNF Challengers
DDoiV,JUNGLE,17,8,3,10,6,232,202,,6.9,14449,432,21.9%,72,15,16,13,13,2.15,0.45,0.39,0.48,23%,17160,15079,1107,974,513,17.8%,0.54,85.7%,,1,0,0,0,1106,-9,-128,0,0,2588,2588,18508,0,36898,0,18,251,39689,111,14,35,0,438,1,72101,NS Esports Academy,DNF Challengers,DNF Challengers
Pungyeon,MID,18,2,3,13,5,299,0,,8.9,13824,413,21%,36,9,10,5,5,1.08,0.27,0.15,0.3,11.5%,18468,273,17982,213,552,19.1%,0.45,71.4%,,0,0,0,0,205,5,697,0,0,2062,2062,5984,0,56541,1771,45,178,33097,108,8,30,0,210,1,72101,NS Esports Academy,DNF Challengers,DNF Challengers
Slayer,ADC,17,8,2,9,8.5,285,0,,8.5,15411,460,23.4%,24,15,2,6,6,0.72,0.45,0.18,0.06,7.7%,25765,24095,1329,341,770,26.7%,0.51,81%,1,1,1,0,0,761,-19,176,0,0,5547,5547,6961,0,10303,0,37,178,16343,49,8,26,0,265,1,72101,NS Esports Academy,DNF Challengers,DNF Challengers
Quantum,SUPPORT,13,1,3,15,5.3,34,0,,1,8926,267,13.6%,125,51,18,11,10,3.74,1.52,0.33,0.54,39.9%,9403,1955,4852,2596,281,9.7%,0.48,76.2%,,0,0,0,0,-442,-9,126,0,0,577,577,9010,3544,26633,148,43,91,21379,99,13,27,0,0,1,72101,NS Esports Academy,DNF Challengers,DNF Challengers
Lancer,TOP,18,4,5,7,2.2,278,4,,7.6,14350,391,19.8%,35,18,1,8,8,0.95,0.49,0.22,0.03,11.1%,24467,23436,763,268,667,20.9%,0.3,50%,,1,0,0,0,-1859,-9,-550,-1,0,4144,4144,7513,0,40936,0,15,337,33381,173,9,32,22,0,1,72102,DNF Challengers,NS Esports Academy,DNF Challengers
DDoiV,JUNGLE,18,4,3,12,5.3,240,220,,6.5,13543,369,18.7%,59,27,11,17,15,1.61,0.74,0.46,0.3,18.8%,18376,12306,2330,3740,501,15.7%,0.44,72.7%,2,0,0,0,0,283,-4,-97,0,2,1207,1207,26389,0,49319,1769,20,736,48113,96,18,39,115,69,1,72102,DNF Challengers,NS Esports Academy,DNF Challengers
Pungyeon,MID,18,7,3,8,5,290,0,,7.9,16574,452,22.9%,43,11,11,6,6,1.17,0.3,0.16,0.3,13.7%,31271,584,29696,991,852,26.7%,0.41,68.2%,,0,0,0,0,-475,-5,379,0,0,5623,5623,13205,0,36168,0,22,568,40633,126,9,32,701,2,1,72102,DNF Challengers,NS Esports Academy,DNF Challengers
Slayer,ADC,17,6,4,9,3.8,376,14,,10.2,17448,475,24.1%,52,14,17,4,4,1.42,0.38,0.11,0.46,16.6%,30335,27986,0,2349,827,25.9%,0.41,68.2%,,0,0,0,0,-46,4,380,0,0,8460,8460,7287,0,13867,0,16,121,27598,148,6,22,30,153,1,72102,DNF Challengers,NS Esports Academy,DNF Challengers
Quantum,SUPPORT,15,1,5,17,3.6,47,0,,1.3,10413,284,14.4%,125,65,17,21,21,3.41,1.77,0.57,0.46,39.8%,12609,1443,4954,6212,344,10.8%,0.49,81.8%,,0,0,0,0,75,8,67,0,0,1308,1308,7628,4306,20526,3424,24,310,25729,148,24,40,0,0,1,72102,DNF Challengers,NS Esports Academy,DNF Challengers
Burdol,TOP,18,10,3,8,6,326,12,,8.9,18896,515,27.1%,48,11,11,6,6,1.31,0.3,0.16,0.3,14.3%,43709,28762,13566,1381,1191,33.1%,0.49,90%,1,2,0,0,0,1859,9,550,1,0,11946,11946,9900,0,41372,0,14,242,33544,127,8,32,153,0,0,72102,DNF Challengers,NS Esports Academy,DNF Challengers
