Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Win,Game_ID,Blue_Team,Red_Team,Winning_Team
Seal,SUPPORT,13,1,3,11,4,51,0,,1.6,8070,252,14.2%,122,58,21,20,20,3.81,1.81,0.62,0.66,44.7%,6403,839,4984,580,200,8.6%,0.37,80%,,0,0,0,0,249,9,890,1,0,0,0,7033,2579,21406,0,43,146,16283,65,23,37,0,95,0,72501,Vitality.Bee,Crvena zvezda Esports,Vitality.Bee
APP,TOP,14,0,6,1,0.2,213,0,,7.4,8708,302,19%,17,6,1,1,1,0.59,0.21,0.03,0.03,9%,18072,15268,2804,0,628,26.2%,0.03,16.7%,,0,0,0,0,-942,-21,-1271,-1,0,0,0,12915,0,30061,0,28,165,41521,204,2,22,0,0,0,72502,Crvena zvezda Esports,Vitality.Bee,Vitality.Bee
Xeonerr,JUNGLE,13,1,6,3,0.7,154,146,,5.3,8376,291,18.3%,30,8,6,7,6,1.04,0.28,0.24,0.21,16%,8000,7317,466,217,278,11.6%,0.14,66.7%,,0,0,0,0,45,-6,-542,0,0,0,0,13957,0,30303,0,15,390,36587,178,8,24,0,0,0,72502,Crvena zvezda Esports,Vitality.Bee,Vitality.Bee
Alix,MID,16,4,5,0,0.8,257,7,,8.9,11454,398,25%,23,7,7,2,1,0.8,0.24,0.07,0.24,12.2%,25905,907,24998,0,899,37.5%,0.14,66.7%,1,0,0,0,0,129,21,186,0,0,1012,1012,5664,0,18758,0,18,61,26677,154,4,23,488,0,0,72502,Crvena zvezda Esports,Vitality.Bee,Vitality.Bee
Yakkey,ADC,14,0,6,2,0.3,273,6,,9.5,10598,368,23.1%,26,12,5,2,2,0.9,0.42,0.07,0.17,13.8%,9758,9695,31,32,339,14.1%,0.07,33.3%,,0,0,0,0,-1369,-28,-694,-1,0,573,573,2272,0,9290,0,7,23,18419,188,4,21,0,0,0,72502,Crvena zvezda Esports,Vitality.Bee,Vitality.Bee
Seal,SUPPORT,11,1,5,4,1,30,0,,1,6744,234,14.7%,92,44,14,15,13,3.19,1.53,0.52,0.49,48.9%,7300,6113,608,579,253,10.6%,0.17,83.3%,,0,0,0,0,356,-5,279,0,0,0,0,4729,2282,15554,0,36,195,20137,114,17,30,0,0,0,72502,Crvena zvezda Esports,Vitality.Bee,Vitality.Bee
JNX,TOP,18,2,1,14,16,282,8,,9.8,13476,468,20.4%,25,10,1,4,4,0.87,0.35,0.14,0.03,10.5%,34495,22468,11264,763,1198,28.9%,0.56,57.1%,1,0,0,0,0,942,21,1271,1,0,4511,4511,6732,0,67614,0,49,484,32237,32,6,24,0,0,1,72502,Crvena zvezda Esports,Vitality.Bee,Vitality.Bee
Lurox,JUNGLE,17,5,1,10,15,212,186,,7.4,12865,447,19.5%,48,4,16,2,2,1.67,0.14,0.07,0.56,20.1%,12589,6775,2008,3806,437,10.5%,0.52,53.6%,,0,0,0,0,-45,6,542,0,0,5564,5564,32310,0,26497,0,11,276,42250,45,3,22,0,488,1,72502,Crvena zvezda Esports,Vitality.Bee,Vitality.Bee
Vetheo,MID,17,6,2,9,7.5,249,0,,8.6,14142,491,21.4%,25,8,4,5,3,0.87,0.28,0.17,0.14,10.5%,25453,2069,21760,1624,884,21.3%,0.52,53.6%,1,0,0,0,0,-129,-21,-186,0,0,9608,9608,1974,0,7133,0,14,93,13595,39,7,23,0,0,1,72502,Crvena zvezda Esports,Vitality.Bee,Vitality.Bee
Jopa,ADC,18,14,0,5,Perfect KDA,309,24,,10.7,17003,590,25.8%,38,16,7,8,8,1.32,0.56,0.28,0.24,15.9%,38498,28048,6264,4186,1337,32.2%,0.66,67.9%,1,2,1,0,0,1369,28,694,1,0,6785,6785,7029,0,13239,0,11,285,14500,0,9,27,0,0,1,72502,Crvena zvezda Esports,Vitality.Bee,Vitality.Bee
Dekap,SUPPORT,13,1,2,18,9.5,33,0,,1.1,8466,294,12.8%,103,46,13,10,9,3.58,1.6,0.35,0.45,43.1%,8516,1350,5264,1902,296,7.1%,0.66,67.9%,,0,0,0,0,-356,5,-279,0,0,544,544,9352,5470,11828,1637,34,93,11885,54,12,25,0,0,1,72502,Crvena zvezda Esports,Vitality.Bee,Vitality.Bee
Matixx,TOP,18,1,0,12,Perfect KDA,303,6,,8.9,13451,397,19%,32,6,11,0,0,0.94,0.18,0,0.32,13.9%,16528,13389,2925,214,488,14%,0.38,52%,,0,0,0,0,540,9,89,0,0,2525,2525,11149,0,32199,0,21,81,29052,0,1,24,0,0,1,72504,Rich Gang,mCon esports,Rich Gang
Oguzkhan,JUNGLE,17,5,3,15,6.7,225,215,,6.6,14361,424,20.3%,39,12,4,4,4,1.15,0.35,0.12,0.12,16.9%,19129,15849,877,2403,565,16.2%,0.59,80%,,0,0,0,0,1550,31,1344,1,1,4316,4316,24050,0,30437,0,209,751,44271,128,5,30,0,447,1,72504,Rich Gang,mCon esports,Rich Gang
Dehaste,MID,18,6,3,18,8,274,25,,8.1,15440,456,21.8%,35,15,6,4,4,1.03,0.44,0.12,0.18,15.2%,42973,2537,40262,174,1269,36.3%,0.71,96%,,1,0,0,0,865,11,485,1,1,5177,5177,1352,0,12645,4400,44,484,15522,99,6,30,0,147,1,72504,Rich Gang,mCon esports,Rich Gang
Kehvo,ADC,18,13,0,5,Perfect KDA,309,12,,9.1,18618,550,26.3%,20,9,6,0,0,0.59,0.27,0,0.18,8.7%,30107,13558,16133,416,889,25.4%,0.53,72%,,2,1,0,0,869,2,225,0,0,11042,11042,6257,0,10203,0,2,116,13303,0,3,21,0,0,1,72504,Rich Gang,mCon esports,Rich Gang
Alaric,SUPPORT,13,0,5,21,4.2,36,2,,1.1,8896,263,12.6%,105,46,15,10,7,3.1,1.36,0.3,0.44,45.5%,9647,913,6340,2394,285,8.1%,0.62,84%,,0,0,0,0,492,6,411,1,0,332,332,6855,3402,22981,0,49,116,21906,162,12,31,0,11,1,72504,Rich Gang,mCon esports,Rich Gang
C7,TOP,16,0,5,9,1.8,253,0,,7.5,10793,319,20.4%,18,11,1,3,3,0.53,0.32,0.09,0.03,8.4%,14739,11861,2383,495,435,19.8%,0.27,81.8%,,0,0,0,0,-540,-9,-89,0,0,608,608,2656,0,39166,863,37,1270,30864,181,4,23,0,0,0,72504,Rich Gang,mCon esports,Rich Gang
Guertas,JUNGLE,14,0,7,6,0.9,175,160,,5.2,9229,273,17.4%,31,6,7,4,3,0.92,0.18,0.12,0.21,14.4%,10376,8473,1383,520,306,13.9%,0.18,54.5%,,0,0,0,0,-1550,-31,-1344,-1,0,0,0,16976,0,30422,0,13,112,44765,205,4,25,0,0,0,72504,Rich Gang,mCon esports,Rich Gang
Mikkel,MID,16,10,4,0,2.5,276,0,,8.1,14487,428,27.4%,19,4,6,3,2,0.56,0.12,0.09,0.18,8.8%,23814,810,21585,1419,703,32%,0.3,90.9%,1,0,2,0,0,-865,-11,-485,-1,0,0,0,3816,0,17862,0,1,113,31602,132,4,22,605,0,0,72504,Rich Gang,mCon esports,Rich Gang
Slyv3r,ADC,15,1,5,7,1.6,276,8,,8.1,11416,337,21.6%,33,10,6,5,4,0.97,0.3,0.15,0.18,15.3%,20030,12347,5292,2391,591,26.9%,0.24,72.7%,,0,0,0,0,-869,-2,-225,0,0,0,0,1198,0,9494,0,0,24,16693,150,6,24,0,0,0,72504,Rich Gang,mCon esports,Rich Gang
Stookbeer,SUPPORT,12,0,4,9,2.3,32,0,,0.9,7001,207,13.2%,114,57,12,15,12,3.37,1.68,0.44,0.35,53%,5553,642,3807,1104,164,7.5%,0.27,81.8%,,0,0,0,0,-492,-6,-411,-1,0,0,0,13658,7132,21803,1651,40,113,24614,128,17,30,0,0,0,72504,Rich Gang,mCon esports,Rich Gang
Matixx,TOP,17,2,5,9,2.2,247,8,,7.3,12454,370,21%,22,7,5,0,0,0.65,0.21,0,0.15,10.5%,24969,23498,960,511,742,24.2%,0.33,73.3%,,0,0,0,0,-419,4,798,1,0,1877,1877,6938,0,42019,0,14,258,34272,152,1,23,0,4,0,72505,Rich Gang,mCon esports,mCon esports
Oguzkhan,JUNGLE,15,4,8,5,1.1,213,194,,6.3,12256,364,20.7%,42,11,8,3,3,1.25,0.33,0.09,0.24,20.1%,14225,11110,1237,1878,423,13.8%,0.27,60%,,0,0,0,0,1041,-3,777,1,0,0,0,12398,0,20599,0,20,157,37449,260,3,28,139,78,0,72505,Rich Gang,mCon esports,mCon esports
Dehaste,MID,17,7,5,5,2.4,283,4,,8.4,14865,442,25%,29,14,5,5,5,0.86,0.42,0.15,0.15,13.9%,34073,1426,32615,32,1013,33%,0.36,80%,1,0,1,0,0,-104,2,35,0,0,2197,2197,3826,0,10759,0,10,293,20460,158,8,30,0,147,0,72505,Rich Gang,mCon esports,mCon esports
Kehvo,ADC,16,1,3,1,0.7,307,8,,9.1,12069,359,20.3%,13,9,3,0,0,0.39,0.27,0,0.09,6.2%,20960,13479,7050,431,623,20.3%,0.06,13.3%,,0,0,0,0,412,18,-729,0,0,2964,2964,4575,0,11188,0,1,60,18572,147,1,21,0,0,0,72505,Rich Gang,mCon esports,mCon esports
Alaric,SUPPORT,11,1,6,7,1.3,37,0,,1.1,7702,229,13%,103,51,12,5,5,3.06,1.52,0.15,0.36,49.3%,8957,197,8171,589,266,8.7%,0.24,53.3%,,0,0,0,0,-142,4,369,0,0,0,0,18746,1020,23457,713,44,200,29833,131,8,24,0,0,0,72505,Rich Gang,mCon esports,mCon esports
C7,TOP,18,8,7,9,2.4,239,4,,7.1,15417,458,22.1%,34,18,3,7,6,1.01,0.54,0.21,0.09,13.1%,36611,20029,14288,2294,1089,33.3%,0.51,63%,3,1,0,0,0,419,-4,-798,-1,0,11135,11135,7940,0,40276,0,30,224,42978,211,8,34,0,372,1,72505,Rich Gang,mCon esports,mCon esports
Guertas,JUNGLE,17,3,2,18,10.5,191,173,,5.7,13308,396,19.1%,46,7,12,5,5,1.37,0.21,0.15,0.36,17.8%,14426,11663,1563,1200,429,13.1%,0.62,77.8%,,0,0,0,0,-1041,3,-777,-1,0,3618,3618,21751,0,36404,0,23,443,38701,56,5,21,0,0,1,72505,Rich Gang,mCon esports,mCon esports
Mikkel,MID,18,14,2,7,10.5,305,0,,9.1,19578,582,28.1%,22,8,4,2,2,0.65,0.24,0.06,0.12,8.5%,36043,966,28033,7044,1072,32.8%,0.62,77.8%,,0,1,0,0,104,-2,-35,0,0,8147,8147,3104,0,8215,0,45,460,17261,41,6,28,229,0,1,72505,Rich Gang,mCon esports,mCon esports
Slyv3r,ADC,17,2,1,6,8,266,4,,7.9,13079,389,18.8%,35,15,4,7,7,1.04,0.45,0.21,0.12,13.5%,14913,326,13414,1173,443,13.6%,0.24,29.6%,,0,0,0,0,-412,-18,729,0,0,5771,5771,1731,0,5625,0,9,216,11331,42,9,25,0,0,1,72505,Rich Gang,mCon esports,mCon esports
Stookbeer,SUPPORT,13,0,4,13,3.3,25,0,,0.7,8250,245,11.8%,122,58,13,17,15,3.63,1.72,0.51,0.39,47.1%,8019,1829,3479,2711,238,7.3%,0.39,48.1%,,0,0,0,0,142,-4,-369,0,0,1783,1783,10127,4114,24838,347,34,74,26124,98,19,33,0,0,1,72505,Rich Gang,mCon esports,mCon esports
Matixx,TOP,17,6,2,3,4.5,242,8,,7.6,13501,424,21.2%,39,8,12,0,0,1.23,0.25,0,0.38,16.4%,19585,1902,14218,3465,615,18.3%,0.28,56.3%,,0,0,0,0,-743,-10,68,0,0,5964,5964,6718,0,20114,0,7,103,22430,30,3,23,0,0,1,72506,Rich Gang,mCon esports,Rich Gang
Oguzkhan,JUNGLE,16,3,4,8,2.8,181,164,,5.7,12020,378,18.9%,38,6,10,3,3,1.19,0.19,0.09,0.31,16%,14290,11202,2612,476,449,13.3%,0.35,68.8%,,0,0,0,0,258,-1,1,0,0,3359,3359,28064,0,42167,0,28,462,44258,115,4,27,0,235,1,72506,Rich Gang,mCon esports,Rich Gang
Dehaste,MID,18,5,1,7,12,321,12,,10.1,15620,491,24.5%,28,13,5,3,2,0.88,0.41,0.09,0.16,11.8%,41478,996,40057,425,1303,38.7%,0.38,75%,1,0,0,0,0,-55,10,282,0,0,6125,6125,4040,0,14275,0,19,505,16555,49,5,22,0,0,1,72506,Rich Gang,mCon esports,Rich Gang
Kehvo,ADC,16,1,1,9,10,281,16,,8.8,14084,442,22.1%,21,10,5,1,1,0.66,0.31,0.03,0.16,8.8%,21481,13946,7103,432,675,20%,0.31,62.5%,,0,0,0,0,777,23,584,0,0,8318,8318,11054,0,10734,0,11,285,18780,49,2,18,0,0,1,72506,Rich Gang,mCon esports,Rich Gang
Alaric,SUPPORT,12,1,3,12,4.3,26,0,,0.8,8420,265,13.2%,112,52,14,10,9,3.52,1.63,0.31,0.44,47.1%,10440,823,8155,1462,328,9.7%,0.41,81.3%,,0,0,0,0,423,8,180,0,0,304,304,8285,4248,11808,3264,38,221,19437,102,12,30,0,0,1,72506,Rich Gang,mCon esports,Rich Gang
C7,TOP,16,2,2,3,2.5,275,4,,8.6,11732,369,21.8%,24,8,7,3,2,0.75,0.25,0.09,0.22,12.4%,8181,6902,0,1279,257,10.2%,0.16,45.5%,,0,0,0,0,743,10,-68,0,0,2522,2522,6399,0,22468,0,14,181,24407,35,4,28,0,0,0,72506,Rich Gang,mCon esports,Rich Gang
Guertas,JUNGLE,14,2,2,5,3.5,163,150,,5.1,9403,295,17.5%,39,5,9,4,4,1.23,0.16,0.13,0.28,20.1%,11270,6696,4190,384,354,14%,0.22,63.6%,,0,0,0,0,-258,1,-1,0,0,357,357,20816,418,41324,0,32,300,48973,72,4,22,0,0,0,72506,Rich Gang,mCon esports,Rich Gang
Mikkel,MID,17,6,5,0,1.2,285,25,,9,13759,432,25.5%,10,3,0,2,2,0.31,0.09,0.06,0,5.2%,28478,19833,4681,3964,895,35.4%,0.19,54.5%,2,1,0,0,0,55,-10,-282,0,0,4103,4103,10931,0,34036,0,22,198,33892,166,3,21,235,0,0,72506,Rich Gang,mCon esports,Rich Gang
Slyv3r,ADC,15,1,4,3,1,276,3,,8.7,11907,374,22.1%,23,14,3,7,6,0.72,0.44,0.22,0.09,11.9%,18589,722,17803,64,584,23.1%,0.13,36.4%,1,0,0,0,0,-777,-23,-584,0,0,4534,4534,699,0,5351,0,29,491,12344,75,9,30,0,0,0,72506,Rich Gang,mCon esports,Rich Gang
Stookbeer,SUPPORT,11,0,3,6,2,21,1,,0.7,7059,222,13.1%,98,49,10,12,11,3.08,1.54,0.38,0.31,50.5%,13872,4055,8487,1330,436,17.3%,0.19,54.5%,,0,0,0,0,-423,-8,-180,0,0,281,281,6293,1809,9407,0,51,262,18934,46,14,28,0,0,0,72506,Rich Gang,mCon esports,Rich Gang
Deidara,TOP,15,4,6,0,0.7,194,0,,6.7,10528,364,23.2%,26,11,5,0,0,0.9,0.38,0,0.17,12.1%,18024,16968,790,266,623,26.1%,0.14,66.7%,1,0,0,0,0,-854,-18,-37,0,0,528,528,5892,0,40021,0,11,234,29230,157,1,22,895,0,0,72507,aNc Legends,Nightbirds,Nightbirds
Fragola,JUNGLE,14,1,2,2,1.5,211,183,,7.3,9418,326,20.8%,42,9,7,9,7,1.45,0.31,0.31,0.24,19.5%,16784,667,14424,1693,580,24.3%,0.1,50%,1,0,0,0,0,-389,3,-141,0,0,0,0,12776,0,14501,0,28,508,29450,78,9,24,4,0,0,72507,aNc Legends,Nightbirds,Nightbirds
Vyctor,MID,15,0,1,1,1,229,0,,7.9,9001,311,19.9%,24,8,7,4,4,0.83,0.28,0.14,0.24,11.2%,15756,525,14032,1199,545,22.8%,0.03,16.7%,,0,0,0,0,-810,-20,44,0,0,0,0,4820,0,8628,0,6,212,21327,38,7,26,0,0,0,72507,aNc Legends,Nightbirds,Nightbirds
Piskhello,ADC,14,0,3,1,0.3,263,0,,9.1,9807,339,21.6%,24,10,5,1,1,0.83,0.35,0.03,0.17,11.2%,13387,12773,614,0,463,19.4%,0.03,16.7%,,0,0,0,0,-1672,-15,-1073,-1,0,78,78,5250,0,14586,0,4,70,15045,55,2,17,0,0,0,72507,aNc Legends,Nightbirds,Nightbirds
Brizz,SUPPORT,11,1,5,3,0.8,46,0,,1.6,6584,228,14.5%,99,51,19,16,14,3.42,1.76,0.55,0.66,46%,5070,605,2596,1869,175,7.3%,0.14,66.7%,,0,0,0,0,-6,13,745,1,0,0,0,6719,3729,16361,0,22,74,17476,86,18,35,0,0,0,72507,aNc Legends,Nightbirds,Nightbirds
bobista,TOP,17,1,1,4,5,252,0,,8.7,13369,462,21.2%,35,11,6,4,3,1.21,0.38,0.14,0.21,15.6%,13244,8747,2605,1892,458,14.3%,0.17,29.4%,,0,0,0,0,854,18,37,0,0,8925,8925,8977,0,27371,0,18,71,25538,51,5,24,0,399,1,72507,aNc Legends,Nightbirds,Nightbirds
adi1,JUNGLE,18,3,2,6,4.5,278,213,,9.6,13726,474,21.8%,31,6,4,4,4,1.07,0.21,0.14,0.14,13.8%,15619,13279,630,1710,540,16.8%,0.31,52.9%,,0,0,0,0,389,-3,141,0,1,4630,4630,19286,0,26555,0,9,368,35063,63,5,23,0,226,1,72507,aNc Legends,Nightbirds,Nightbirds
stanik,MID,17,1,0,7,Perfect KDA,265,0,,9.2,12196,422,19.4%,32,17,5,8,8,1.11,0.59,0.28,0.17,14.2%,22319,1152,19230,1937,771,24%,0.28,47.1%,,0,0,0,0,810,20,-44,0,0,3877,3877,4706,0,11375,2925,27,381,13194,0,11,29,0,0,1,72507,aNc Legends,Nightbirds,Nightbirds
Strode,ADC,16,12,1,1,13,273,8,,9.4,15958,552,25.3%,25,9,7,1,1,0.86,0.31,0.03,0.24,11.1%,35105,24846,5430,4829,1213,37.8%,0.45,76.5%,1,1,1,0,0,1672,15,1073,1,0,4219,4219,6334,0,10127,0,5,84,18318,25,2,21,0,270,1,72507,aNc Legends,Nightbirds,Nightbirds
Peto,SUPPORT,12,0,2,10,5,22,0,,0.8,7735,267,12.3%,102,53,14,13,13,3.53,1.83,0.45,0.48,45.3%,6543,4309,354,1880,226,7%,0.35,58.8%,,0,0,0,0,6,-13,-745,-1,0,0,0,8134,3001,17174,0,23,153,16799,28,15,29,0,4,1,72507,aNc Legends,Nightbirds,Nightbirds
Deidara,TOP,16,3,7,7,1.4,224,6,,6.1,11919,325,18.6%,36,13,3,5,4,0.98,0.35,0.14,0.08,13.4%,26963,22330,4533,100,735,25.1%,0.27,55.6%,1,0,0,0,0,-476,-22,-1221,-1,0,2184,2184,24793,0,42402,0,26,237,60375,247,8,31,46,0,0,72508,aNc Legends,Nightbirds,Nightbirds
Fragola,JUNGLE,16,2,7,7,1.3,206,180,,5.6,11183,305,17.4%,32,15,3,8,7,0.87,0.41,0.22,0.08,11.9%,11094,9008,496,1590,303,10.3%,0.25,50%,,0,0,0,0,-969,-22,-1158,-1,0,1115,1115,20356,0,30501,0,159,585,49870,276,8,30,0,0,0,72508,aNc Legends,Nightbirds,Nightbirds
Vyctor,MID,18,3,1,10,13,340,0,,9.3,15674,427,24.4%,44,20,4,11,9,1.2,0.55,0.3,0.11,16.4%,27884,940,26944,0,760,26%,0.35,72.2%,,0,0,0,0,157,-16,492,1,0,1308,1308,4098,0,8768,508,21,1156,15761,60,15,34,484,0,0,72508,aNc Legends,Nightbirds,Nightbirds
Piskhello,ADC,16,9,5,6,3,317,16,,8.6,16810,458,26.2%,48,7,21,1,1,1.31,0.19,0.03,0.57,17.9%,27407,11907,15470,30,747,25.5%,0.41,83.3%,,0,1,0,0,-690,-27,-922,0,0,1686,1686,4857,0,17298,0,0,28,23457,192,2,26,1010,0,0,72508,aNc Legends,Nightbirds,Nightbirds
Brizz,SUPPORT,13,1,9,10,1.2,58,0,,1.6,8565,234,13.4%,108,54,14,18,16,2.95,1.47,0.49,0.38,40.3%,13983,512,13327,144,381,13%,0.3,61.1%,,0,0,0,0,274,14,627,0,0,417,417,3365,1200,8717,0,50,84,26390,257,20,38,0,0,0,72508,aNc Legends,Nightbirds,Nightbirds
bobista,TOP,18,6,3,7,4.3,317,12,,8.6,16773,457,21.5%,22,12,6,0,0,0.6,0.33,0,0.16,8.8%,29956,24331,4747,878,817,21.8%,0.35,44.8%,1,0,0,0,0,476,22,1221,1,0,12524,12524,5276,0,50307,0,16,212,47794,111,2,27,0,307,1,72508,aNc Legends,Nightbirds,Nightbirds
adi1,JUNGLE,18,11,4,13,6,305,269,,8.3,18478,504,23.7%,40,8,7,4,3,1.09,0.22,0.11,0.19,16.1%,44059,1178,39659,3222,1202,32.1%,0.65,82.8%,1,1,1,0,0,969,22,1158,1,0,3828,3828,15083,2113,18341,0,40,1259,30829,186,6,27,0,855,1,72508,aNc Legends,Nightbirds,Nightbirds
stanik,MID,18,3,2,10,6.5,322,32,,8.8,15913,434,20.4%,30,15,4,4,3,0.82,0.41,0.11,0.11,12%,21318,19409,1518,391,581,15.5%,0.35,44.8%,,0,0,0,0,-157,16,-492,-1,0,5998,5998,11343,0,35326,0,19,206,28312,83,7,29,0,46,1,72508,aNc Legends,Nightbirds,Nightbirds
Strode,ADC,18,9,3,11,6.7,339,20,,9.2,17455,476,22.4%,26,9,10,2,2,0.71,0.25,0.05,0.27,10.4%,31214,24820,6030,364,851,22.7%,0.55,69%,,2,0,0,0,690,27,922,0,0,7261,7261,3021,0,12372,0,29,325,17464,135,4,23,0,332,1,72508,aNc Legends,Nightbirds,Nightbirds
Peto,SUPPORT,15,0,6,19,3.2,37,0,,1,9469,258,12.1%,131,62,18,14,14,3.57,1.69,0.38,0.49,52.6%,10904,1815,6454,2635,297,7.9%,0.52,65.5%,,0,0,0,0,-274,-14,-627,0,0,151,151,5800,2479,43337,1022,60,224,26792,190,16,35,0,0,1,72508,aNc Legends,Nightbirds,Nightbirds
kPr,TOP,14,3,6,2,0.8,193,0,,7,9830,357,22%,15,7,0,1,1,0.55,0.25,0.04,0,8.9%,19675,18416,0,1259,715,30.5%,0.18,62.5%,,1,0,0,0,-292,-4,-78,0,0,1500,1500,3257,0,27694,0,15,236,25774,210,2,23,304,0,0,72510,FN Esports,Forsaken,Forsaken
owlonsky,JUNGLE,13,0,4,7,1.8,164,134,,6,8515,310,19.1%,38,11,9,10,9,1.38,0.4,0.36,0.33,22.5%,10023,7929,1587,507,364,15.6%,0.25,87.5%,,0,0,0,0,60,-6,-301,0,0,0,0,25185,0,28794,0,19,433,40442,132,11,27,0,0,0,72510,FN Esports,Forsaken,Forsaken
Deceiving,MID,16,4,1,3,7,224,0,,8.1,10437,380,23.4%,17,10,5,2,2,0.62,0.36,0.07,0.18,10.1%,20168,641,19004,523,733,31.3%,0.25,87.5%,,0,0,0,0,-1280,-39,-1144,-1,0,2120,2120,4993,0,18678,0,25,1106,18486,14,5,21,0,0,0,72510,FN Esports,Forsaken,Forsaken
Jalleba,ADC,13,1,4,4,1.3,243,0,,8.8,9895,360,22.2%,19,9,6,0,0,0.69,0.33,0,0.22,11.2%,10440,6620,3579,241,380,16.2%,0.18,62.5%,,0,0,0,0,-327,-1,-613,-1,0,0,0,2366,0,8246,0,2,51,15080,141,1,21,23,0,0,72510,FN Esports,Forsaken,Forsaken
sas,SUPPORT,10,0,4,7,1.8,31,0,,1.1,5978,217,13.4%,80,42,8,7,6,2.91,1.53,0.25,0.29,47.3%,4113,645,3468,0,150,6.4%,0.25,87.5%,,0,0,0,0,-111,7,266,0,0,0,0,3316,672,20240,770,23,65,15726,81,9,21,0,0,0,72510,FN Esports,Forsaken,Forsaken
MeLoNiK,TOP,16,2,2,6,4,221,6,,8,10795,393,19.4%,30,7,8,1,1,1.09,0.25,0.04,0.29,14.6%,19654,17069,2404,181,715,21.5%,0.29,42.1%,,0,0,0,0,292,4,78,0,0,3683,3683,6133,0,19035,0,30,513,23532,20,2,17,0,304,1,72510,FN Esports,Forsaken,Forsaken
Cinkrof,JUNGLE,14,3,4,6,2.3,162,150,,5.9,9690,352,17.4%,29,6,6,4,4,1.05,0.22,0.15,0.22,14.1%,10691,9476,615,600,389,11.7%,0.33,47.4%,,1,0,0,0,-60,6,301,0,0,2643,2643,17861,0,33195,0,31,660,34000,100,6,21,0,23,1,72510,FN Esports,Forsaken,Forsaken
Secrett,MID,17,8,0,7,Perfect KDA,244,4,,8.9,14076,512,25.3%,22,5,6,4,3,0.8,0.18,0.15,0.22,10.7%,32449,1829,30620,0,1180,35.5%,0.55,78.9%,3,0,0,0,0,1280,39,1144,1,0,7520,7520,7638,0,18267,2271,36,389,20288,0,7,24,0,0,1,72510,FN Esports,Forsaken,Forsaken
odi11,ADC,16,6,0,7,Perfect KDA,268,5,,9.7,13492,491,24.2%,18,8,4,2,2,0.65,0.29,0.07,0.15,8.8%,21911,16069,3283,2559,797,24%,0.47,68.4%,1,0,0,0,0,327,1,613,1,0,12947,12947,3882,0,6832,0,0,2,10115,0,3,21,0,0,1,72510,FN Esports,Forsaken,Forsaken
Kaseko,SUPPORT,11,0,2,10,5,29,0,,1.1,7662,279,13.8%,106,49,16,15,15,3.85,1.78,0.55,0.58,51.7%,6653,1501,4243,909,242,7.3%,0.36,52.6%,,0,0,0,0,111,-7,-266,0,0,241,241,1667,253,12435,556,42,97,11281,45,17,32,0,0,1,72510,FN Esports,Forsaken,Forsaken
kPr,TOP,17,4,3,3,2.3,304,15,,9.5,13340,418,22.8%,21,8,3,4,3,0.66,0.25,0.13,0.09,10.2%,20725,13931,3843,2951,650,27.1%,0.22,50%,,0,0,0,0,423,10,-83,0,0,4966,4966,16163,0,40458,0,29,160,47657,69,5,29,0,58,0,72511,FN Esports,Forsaken,Forsaken
owlonsky,JUNGLE,15,1,3,9,3.3,194,158,,6.1,10736,337,18.3%,36,10,8,8,8,1.13,0.31,0.25,0.25,17.5%,12183,10293,0,1890,382,15.9%,0.31,71.4%,,0,0,0,0,-366,1,-239,0,0,1046,1046,16757,0,21376,0,10,227,33022,84,9,26,0,13,0,72511,FN Esports,Forsaken,Forsaken
Deceiving,MID,17,2,2,3,2.5,287,15,,9,12041,377,20.5%,20,10,3,1,1,0.63,0.31,0.03,0.09,9.7%,11379,392,10879,108,357,14.9%,0.16,35.7%,,0,0,0,0,-886,-27,-689,-1,0,755,755,9318,0,20338,0,14,86,28402,53,3,21,0,23,0,72511,FN Esports,Forsaken,Forsaken
Jalleba,ADC,15,5,6,6,1.8,256,6,,8,13806,433,23.6%,36,10,9,1,1,1.13,0.31,0.03,0.28,17.5%,25103,22043,1370,1690,787,32.8%,0.34,78.6%,,0,0,0,0,13,-8,574,0,0,6366,6366,4982,0,15016,0,6,85,25116,158,2,24,877,5,0,72511,FN Esports,Forsaken,Forsaken
sas,SUPPORT,12,2,5,10,2.4,27,0,,0.8,8671,272,14.8%,93,45,8,11,9,2.92,1.41,0.34,0.25,45.1%,7187,1119,3732,2336,225,9.4%,0.38,85.7%,,1,0,0,0,945,-10,-501,0,0,159,159,6717,2675,17691,5315,23,198,20625,152,13,29,240,0,0,72511,FN Esports,Forsaken,Forsaken
